id,name,description,createdAt,updatedAt
cc4422d8-c3f2-44b0-961a-d6f33dfb1c2b,Shift2,,Mon Feb 02 2026 13:21:34 GMT+0100 (Midden-Europese standaardtijd),Mon Feb 02 2026 13:21:34 GMT+0100 (Midden-Europese standaardtijd)
