id,findingId,scopeUrlId,createdAt
28a43173-26df-49bf-b1e5-016b6cf49f4a,ce6dd9bd-89f7-48d6-9385-8dcee0e57648,62573e58-c989-406b-895c-4e4ca1c70142,Tue Feb 03 2026 21:28:52 GMT+0100 (Midden-Europese standaardtijd)
