id,name,address,zipcode,city,country,phone,email,contactPerson,notes,createdAt,updatedAt
d6f75f51-8a47-4771-9344-140eabbe6d17,,,,,,,,,,Sun Feb 01 2026 17:10:04 GMT+0100 (Midden-Europese standaardtijd),Sun Feb 01 2026 17:10:04 GMT+0100 (Midden-Europese standaardtijd)
